review,sentiment,,,,,
" Here`s some healing/sleep energy, sweetie!",positive,,,,,
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,positive,,,,,
 Sorry bro  That`s rough.,negative,,,,,
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,positive,,,,,
" GRR. we are only allowed gas grills where i live, it sucks.",negative,,,,,
 Oh no....Sorry to hear that ....,negative,,,,,
 That`s love.,positive,,,,,
" its definitely coming, hope ur ready!",positive,,,,,
i have so much homework  i think i am going to hide in a corner and cry.,negative,,,,,
Sad that david is leaving tomoro. for a week.,negative,,,,,
 a pleasure Bojan,positive,,,,,
" That sounds good, too!",positive,,,,,
Humidity is NOT my friend! Just ask my hair,negative,,,,,
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,negative,,,,,
 http://twitpic.com/5ut6j - Poor Thing,negative,,,,,
"home, don`t feel like going to work tomorrow",negative,,,,,
Day is going well so far. Meeting until 4 though.,positive,,,,,
 thank u sweetie! Can`t wait to set sail with u next week,positive,,,,,
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,positive,,,,,
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",positive,,,,,
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",negative,,,,,
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,positive,,,,,
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,positive,,,,,
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,positive,,,,,
 have you seen the game on the website?! awesomness!!! go on msn!,positive,,,,,
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",positive,,,,,
  Great! I`m glad you enjoy them  I hope you have a GREAT day,positive,,,,,
 good morning! Got to be afternoon in Germany,positive,,,,,
Getting stressed over a sortie tomorrow. And like I am really really stress..,negative,,,,,
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,positive,,,,,
stuck here  ~*Lady*~,negative,,,,,
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,positive,,,,,
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,negative,,,,,
in school w. linda doing nothing  ;i miss you,negative,,,,,
Its weird being at the guy`s house without them here. I don`t like it,negative,,,,,
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,negative,,,,,
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",positive,,,,,
"I forgot, Happy Mom`s day.",positive,,,,,
In a really Good mood for absolutely no reason  tee her,positive,,,,,
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,negative,,,,,
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,positive,,,,,
 my baby shut me down,negative,,,,,
ah midday - great time for breakfast,positive,,,,,
 Wish I could go. Gotta work.,positive,,,,,
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,negative,,,,,
I`m back from my first 5K running race   And still alive!,positive,,,,,
 have fun,positive,,,,,
At the wedding reception. Having more fun than I thought,positive,,,,,
"Just noticed the new sidebar on twitter.com, looks nice",positive,,,,,
Good morning my fellow tweeters,positive,,,,,
 you know I love you.,positive,,,,,
I`m feeling higher than Mt Everest,positive,,,,,
Everyone is working tonight! I`m bored,negative,,,,,
Oh joy its gong to be a long weekebd... Yipee :*Â¡,positive,,,,,
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",positive,,,,,
Wondering how come mcdonalds take so long to deliver my food.,negative,,,,,
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",negative,,,,,
3oh!3 on the radio  they were amazing yesterday.,positive,,,,,
Im mad cuz i cant get any picture to work.,negative,,,,,
 this is the worst,negative,,,,,
my shoes hurt my feet,negative,,,,,
It`s a beautiful nice day and I`m stuck inside!,positive,,,,,
  you disappointed me,negative,,,,,
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,positive,,,,,
 thanks anyway,positive,,,,,
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",negative,,,,,
 aww that sounds sad,negative,,,,,
Car shopping with kacy yay,positive,,,,,
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,positive,,,,,
Arg Exile still has that problem with Alt-Tabbing,negative,,,,,
_**** R.I.P curls,negative,,,,,
 A pretty black top with flowers in pink hues,positive,,,,,
 dr hook  awesome,positive,,,,,
 I know! I miss her...,negative,,,,,
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,negative,,,,,
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,negative,,,,,
" I`m mo nudge you again, better watch out!",negative,,,,,
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,negative,,,,,
 URGHHHHHHHHHH your makeing me cry,negative,,,,,
_marie:my heart goes out to you,negative,,,,,
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,positive,,,,,
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,positive,,,,,
I need a break! I NEED KITKAT! haha!,positive,,,,,
 oh that totally works too,positive,,,,,
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,negative,,,,,
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",negative,,,,,
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",positive,,,,,
excited about this week! trying to have a productive monday. trying. hard.,positive,,,,,
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,positive,,,,,
"omg, did anyone see the wee girl on bgt..!**** sucha shame",negative,,,,,
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),negative,,,,,
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,positive,,,,,
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",positive,,,,,
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,positive,,,,,
 LOL! Glad you like it!,positive,,,,,
Ugh our two week push to produce a six pack has produced nothing but pain!,negative,,,,,
 .. thanks dear.. wish you the best too,positive,,,,,
OMG - Madness Just Came On The Radio,negative,,,,,
_mommy oh  well i hope she gets better,positive,,,,,
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",positive,,,,,
_its_sarah Congrats Sarah!!!!! thats awsum,positive,,,,,
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",negative,,,,,
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,positive,,,,,
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,positive,,,,,
 That`s the one. I wish I have a video compilation of `s thrusting,positive,,,,,
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,positive,,,,,
my guinea pig died today,negative,,,,,
My room is too hot to sleep in.,negative,,,,,
" Possibly, yes.",positive,,,,,
 Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,positive,,,,,
It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),positive,,,,,
Goodnight tweeps.,positive,,,,,
" aww, we will miss you.  At least you get to go home right?",negative,,,,,
 Thanks for adding me,positive,,,,,
can`t wait to watch the next season of heroes,positive,,,,,
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",negative,,,,,
 I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,negative,,,,,
oowww...why do wisdom teeth hurt so much,negative,,,,,
 airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,positive,,,,,
Just saw half the RRO staff walk by...sadly I didn`t see  or ,negative,,,,,
Didn`t meet Rosie O Donnell but it was still a fun night,positive,,,,,
 they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though,positive,,,,,
  yay thanku! *hugs*,positive,,,,,
  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,negative,,,,,
ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,positive,,,,,
" 'We never want to lose the fans that got us here!' Thank you for saying that  Wish you and the others a nice day, greets",positive,,,,,
chillin bored drinking a margarita. txt me,negative,,,,,
"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",negative,,,,,
"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",positive,,,,,
  that`s not good,negative,,,,,
" Thanks! I love it they have a video, so you don`t need to download if they don`t offer everything you want  Will try!",positive,,,,,
 I just noticed that  They are so ridiculous,negative,,,,,
i hate it when a website says the ticket prices are on another website and their not,negative,,,,,
" Yes you are, thanks  Haha you do? Field of flowers don`t exist in Singapore, well not ones that you can frolick in:S",positive,,,,,
munchin BACON BUTTIES! woohoo!!  my faves!!!,positive,,,,,
"no school today, teacher cancelled the lesson  chillin`",positive,,,,,
" My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?",negative,,,,,
The best thing I have ever done is carry and birth a child,positive,,,,,
"..my mother just WON the City of Terrell, Texas District 2 `City Council` Seat  ..i`m M.i.A lol HAPPY MOTHERS DAY",positive,,,,,
"its at 3 am, im very tired but i can`t sleep  but i try it",negative,,,,,
"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",positive,,,,,
 I know what you mean. My little dog is sinking into depression... he wants to move someplace tropical,negative,,,,,
_sutra what is your next youtube video gonna be about? I love your videos!,positive,,,,,
 http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!,positive,,,,,
